rank,config_json,Image Recall@1,Image Recall@5,Image Recall@10,Image MRR
85,"{""bbox_weight"": 0.8, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.2, ""source_coefficient"": 0.01, ""weights"": [0.299709, 0.303656, 0.304335, 0.071107, 0.021193]}",0.45714285714285713,0.7571428571428571,0.8,0.5692063492063493
86,"{""bbox_weight"": 0.7, ""semantic_mode"": ""robust_cosine"", ""siglip_weight"": 0.3, ""source_coefficient"": 0.0, ""weights"": [0.346572, 0.238582, 0.322453, 0.043833, 0.04856]}",0.45714285714285713,0.7571428571428571,0.8285714285714286,0.5691269841269841
87,"{""bbox_weight"": 0.5, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.5, ""source_coefficient"": 0.01, ""weights"": [0.5, 0.15, 0.2, 0.1, 0.05]}",0.45714285714285713,0.7428571428571429,0.8,0.5688095238095239
88,"{""bbox_weight"": 0.6, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.4, ""source_coefficient"": 0.0, ""weights"": [0.42, 0.18, 0.28, 0.09, 0.03]}",0.45714285714285713,0.7571428571428571,0.8285714285714286,0.5682936507936508
89,"{""bbox_weight"": 0.5, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.5, ""source_coefficient"": 0.02, ""weights"": [0.240386, 0.196848, 0.401407, 0.080365, 0.080995]}",0.44285714285714284,0.7571428571428571,0.8285714285714286,0.5682936507936508
90,"{""bbox_weight"": 0.6, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.4, ""source_coefficient"": 0.02, ""weights"": [0.42, 0.18, 0.28, 0.09, 0.03]}",0.45714285714285713,0.7571428571428571,0.8142857142857143,0.5681746031746032
91,"{""bbox_weight"": 0.7, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.3, ""source_coefficient"": 0.02, ""weights"": [0.182689, 0.475855, 0.175228, 0.063474, 0.102754]}",0.44285714285714284,0.7428571428571429,0.8142857142857143,0.5680952380952381
92,"{""bbox_weight"": 0.5, ""semantic_mode"": ""robust_cosine"", ""siglip_weight"": 0.5, ""source_coefficient"": 0.0, ""weights"": [0.362569, 0.49656, 0.047818, 0.02819, 0.064863]}",0.44285714285714284,0.7428571428571429,0.8142857142857143,0.5678571428571428
93,"{""bbox_weight"": 0.3, ""semantic_mode"": ""robust_cosine"", ""siglip_weight"": 0.7, ""source_coefficient"": 0.0, ""weights"": [0.0, 1.0, 0.0, 0.0, 0.0]}",0.42857142857142855,0.7571428571428571,0.8285714285714286,0.5677721088435375
94,"{""bbox_weight"": 0.7, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.3, ""source_coefficient"": 0.0, ""weights"": [0.234506, 0.220728, 0.363935, 0.062191, 0.11864]}",0.45714285714285713,0.7428571428571429,0.8285714285714286,0.5677324263038549
95,"{""bbox_weight"": 0.4, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.6, ""source_coefficient"": 0.02, ""weights"": [0.362569, 0.49656, 0.047818, 0.02819, 0.064863]}",0.44285714285714284,0.7571428571428571,0.8142857142857143,0.5676190476190476
96,"{""bbox_weight"": 0.5, ""semantic_mode"": ""relative_softmax"", ""siglip_weight"": 0.5, ""source_coefficient"": 0.02, ""weights"": [0.530855, 0.153755, 0.175801, 0.049794, 0.089795]}",0.44285714285714284,0.7428571428571429,0.8142857142857143,0.5675396825396826
97,"{""bbox_weight"": 0.3, ""semantic_mode"": ""robust_cosine"", ""siglip_weight"": 0.7, ""source_coefficient"": 0.01, ""weights"": [0.59991, 0.107043, 0.165467, 0.033225, 0.094356]}",0.44285714285714284,0.7571428571428571,0.8571428571428571,0.5673356009070295
98,"{""bbox_weight"": 1.0, ""semantic_mode"": ""robust_cosine"", ""siglip_weight"": 0.0, ""source_coefficient"": 0.0, ""weights"": [0.362569, 0.49656, 0.047818, 0.02819, 0.064863]}",0.45714285714285713,0.7428571428571429,0.8142857142857143,0.566859410430839
